,region_1,region_2,winery_name,Location1,Location2,Latitude,Longitude
205,Walla Walla Valley (WA),Columbia Valley,Kontos winery,Kontos winery Walla Walla Valley (WA),Kontos winery Columbia Valley,46.0671368,-118.3395333
206,Columbia Valley (WA),Columbia Valley,L'Ecole No. 41 winery,L'Ecole No. 41 winery Columbia Valley (WA),L'Ecole No. 41 winery Columbia Valley,46.0568338,-118.5813226
207,Paso Robles,Central Coast,Midnight winery,Midnight winery Paso Robles,Midnight winery Central Coast,35.575356,-120.736549
208,Alexander Valley,Sonoma,Michael Pozzan winery,Michael Pozzan winery Alexander Valley,Michael Pozzan winery Sonoma,38.2997101,-122.2892802
209,Oak Knoll District,Napa,Paoletti winery,Paoletti winery Oak Knoll District,Paoletti winery Napa,38.5726708,-122.5442082
210,North Fork of Long Island,Long Island,Peconic Bay Winery winery,Peconic Bay Winery winery North Fork of Long Island,Peconic Bay Winery winery Long Island,41.0186139,-72.4797927
211,Rogue Valley,Southern Oregon,Quady North winery,Quady North winery Rogue Valley,Quady North winery Southern Oregon,42.2414666,-123.0745101
212,Chehalem Mountains,Willamette Valley,Raptor Ridge winery,Raptor Ridge winery Chehalem Mountains,Raptor Ridge winery Willamette Valley,45.3852286,-122.9492007
213,Northern Sonoma,Sonoma,Rodney Strong winery,Rodney Strong winery Northern Sonoma,Rodney Strong winery Sonoma,38.5732861,-122.8439611
214,Carneros,Napa-Sonoma,Saintsbury winery,Saintsbury winery Carneros,Saintsbury winery Napa-Sonoma,38.2501507,-122.3255612
215,Paso Robles,Central Coast,Sextant winery,Sextant winery Paso Robles,Sextant winery Central Coast,35.5729085,-120.7379534
216,Russian River Valley,Sonoma,B Cellars winery,B Cellars winery Russian River Valley,B Cellars winery Sonoma,38.4493891,-122.3735253
217,Calistoga,Napa,Barlow winery,Barlow winery Calistoga,Barlow winery Napa,38.5733096,-122.5386556
218,Russian River Valley,Sonoma,Walt winery,Walt winery Russian River Valley,Walt winery Sonoma,38.4395112,-122.8140335
219,Dry Creek Valley,Sonoma,Armida winery,Armida winery Dry Creek Valley,Armida winery Sonoma,38.5885292,-122.8805448
220,Santa Maria Valley,Central Coast,Foxen winery,Foxen winery Santa Maria Valley,Foxen winery Central Coast,34.8201921,-120.2302395
221,California,California Other,Les Belles Collines winery,Les Belles Collines winery California,Les Belles Collines winery California Other,38.441556,-122.586264
222,Sonoma Coast,Sonoma,Melhill winery,Melhill winery Sonoma Coast,Melhill winery Sonoma,38.32503210000001,-123.0394037
223,Paso Robles,Central Coast,Niner winery,Niner winery Paso Robles,Niner winery Central Coast,35.5706343,-120.7420291
224,Willamette Valley,Willamette Valley,Purple Hands winery,Purple Hands winery Willamette Valley,Purple Hands winery Willamette Valley,45.2736648,-123.0149788
225,Napa Valley,Napa,Stone The Crows winery,Stone The Crows winery Napa Valley,Stone The Crows winery Napa,38.2973612,-122.2949731
226,Arroyo Seco,Central Coast,Scratch winery,Scratch winery Arroyo Seco,Scratch winery Central Coast,36.4782905,-121.7304916
227,Mokelumne River,Central Valley,St. Amant winery,St. Amant winery Mokelumne River,St. Amant winery Central Valley,38.145625,-121.246067
228,Dundee Hills,Willamette Valley,Stoller winery,Stoller winery Dundee Hills,Stoller winery Willamette Valley,45.2414103,-123.0692931
229,Los Carneros,Napa-Sonoma,Vine Cliff winery,Vine Cliff winery Los Carneros,Vine Cliff winery Napa-Sonoma,38.4471288,-122.3505424
230,Walla Walla Valley (WA),Columbia Valley,Va Piano winery,Va Piano winery Walla Walla Valley (WA),Va Piano winery Columbia Valley,46.003999,-118.371124
231,Mount Veeder,Napa,Y Rousseau winery,Y Rousseau winery Mount Veeder,Y Rousseau winery Napa,38.2587184,-122.2718189
232,Rockpile,Sonoma,Paradise Ridge winery,Paradise Ridge winery Rockpile,Paradise Ridge winery Sonoma,38.4930621,-122.7238398
233,Columbia Valley (WA),Columbia Valley,Poet's Leap winery,Poet's Leap winery Columbia Valley (WA),Poet's Leap winery Columbia Valley,46.069996,-118.4900798
234,North Fork of Long Island,Long Island,Raphael winery,Raphael winery North Fork of Long Island,Raphael winery Long Island,41.0347276,-72.4606249
235,Walla Walla Valley (WA),Columbia Valley,Seven Hills winery,Seven Hills winery Walla Walla Valley (WA),Seven Hills winery Columbia Valley,46.0685612,-118.3423658
236,Columbia Valley (WA),Columbia Valley,Snoqualmie winery,Snoqualmie winery Columbia Valley (WA),Snoqualmie winery Columbia Valley,47.5246964,-121.8239065
237,Napa Valley,Napa,Stags' Leap Winery winery,Stags' Leap Winery winery Napa Valley,Stags' Leap Winery winery Napa,38.4141485,-122.321455
238,Long Island,Long Island,The Grapes of Roth winery,The Grapes of Roth winery Long Island,The Grapes of Roth winery Long Island,40.94497810000001,-72.27760049999999
239,Carneros,Napa-Sonoma,Truchard winery,Truchard winery Carneros,Truchard winery Napa-Sonoma,38.2856881,-122.3231791
240,Carneros,Napa-Sonoma,Acacia winery,Acacia winery Carneros,Acacia winery Napa-Sonoma,38.2222053,-122.2658226
241,Yakima Valley,Columbia Valley,Array winery,Array winery Yakima Valley,Array winery Columbia Valley,46.5578827,-120.6608625
242,Columbia Valley (WA),Columbia Valley,Barrister winery,Barrister winery Columbia Valley (WA),Barrister winery Columbia Valley,47.65504319999999,-117.4303451
243,Columbia Valley (WA),Columbia Valley,Bunnell winery,Bunnell winery Columbia Valley (WA),Bunnell winery Columbia Valley,47.7693282,-122.1502668
244,Horse Heaven Hills,Columbia Valley,Chateau Ste. Michelle winery,Chateau Ste. Michelle winery Horse Heaven Hills,Chateau Ste. Michelle winery Columbia Valley,47.7299119,-122.1508226
245,Sonoma Coast,Sonoma,Cobb winery,Cobb winery Sonoma Coast,Cobb winery Sonoma,38.3973217,-122.9981169
246,Santa Cruz Mountains,Central Coast,Cooper-Garrod winery,Cooper-Garrod winery Santa Cruz Mountains,Cooper-Garrod winery Central Coast,37.2765,-122.0598333
247,Red Mountain,Columbia Valley,Mosquito Fleet winery,Mosquito Fleet winery Red Mountain,Mosquito Fleet winery Columbia Valley,47.4545485,-122.8275974
248,Santa Barbara County,Central Coast,Nadia winery,Nadia winery Santa Barbara County,Nadia winery Central Coast,34.4147477,-119.6906485
249,Livermore Valley,Central Coast,Nottingham Cellars winery,Nottingham Cellars winery Livermore Valley,Nottingham Cellars winery Central Coast,37.6765212,-121.7192675
250,Sonoma County,Sonoma,Pride Mountain winery,Pride Mountain winery Sonoma County,Pride Mountain winery Sonoma,38.5256754,-122.562803
251,Columbia Valley (WA),Columbia Valley,Woodinville Wine Cellars winery,Woodinville Wine Cellars winery Columbia Valley (WA),Woodinville Wine Cellars winery Columbia Valley,47.7353849,-122.1534983
252,Dry Creek Valley,Sonoma,Dry Creek Vineyard winery,Dry Creek Vineyard winery Dry Creek Valley,Dry Creek Vineyard winery Sonoma,38.65291,-122.924876
253,Russian River Valley,Sonoma,Dutton Estate winery,Dutton Estate winery Russian River Valley,Dutton Estate winery Sonoma,38.444829,-122.865102
254,Russian River Valley,Sonoma,Failla winery,Failla winery Russian River Valley,Failla winery Sonoma,38.5484362,-122.4900584
255,Russian River Valley,Sonoma,Friedeman winery,Friedeman winery Russian River Valley,Friedeman winery Sonoma,38.4095808,-122.8831136
256,Oregon,Oregon Other,Rascal winery,Rascal winery Oregon,Rascal winery Oregon Other,45.2902108,-122.9995394
257,California,California Other,Jack's House winery,Jack's House winery California,Jack's House winery California Other,35.2769844,-120.6662365
258,Paso Robles,Central Coast,Felten Cellars winery,Felten Cellars winery Paso Robles,Felten Cellars winery Central Coast,35.7139117,-120.6954738
259,Dry Creek Valley,Sonoma,Pech Merle winery,Pech Merle winery Dry Creek Valley,Pech Merle winery Sonoma,38.7061635,-122.9038423
260,Sonoma Coast,Sonoma,William Knuttel winery,William Knuttel winery Sonoma Coast,William Knuttel winery Sonoma,38.2598449,-122.4367049
261,Finger Lakes,Finger Lakes,Casa Larga winery,Casa Larga winery Finger Lakes,Casa Larga winery Finger Lakes,43.0514376,-77.4325554
262,Sonoma Coast,Sonoma,De Loach winery,De Loach winery Sonoma Coast,De Loach winery Sonoma,38.4624752,-122.8199191
263,Edna Valley,Central Coast,Center of Effort winery,Center of Effort winery Edna Valley,Center of Effort winery Central Coast,35.1882985,-120.5857843
264,Napa Valley,Napa,Kuleto Estate winery,Kuleto Estate winery Napa Valley,Kuleto Estate winery Napa,38.4991546,-122.3253339
265,Santa Maria Valley,Central Coast,Lane Tanner winery,Lane Tanner winery Santa Maria Valley,Lane Tanner winery Central Coast,38.13751389999999,-120.464709
266,Sonoma Coast,Sonoma,MacRostie winery,MacRostie winery Sonoma Coast,MacRostie winery Sonoma,38.554578,-122.872684
267,Temecula Valley,South Coast,Monte De Oro winery,Monte De Oro winery Temecula Valley,Monte De Oro winery South Coast,33.54537610000001,-117.0461618
268,North Coast,North Coast,Pax winery,Pax winery North Coast,Pax winery North Coast,38.4038665,-122.8214838
269,Napa Valley,Napa,Robert Foley winery,Robert Foley winery Napa Valley,Robert Foley winery Napa,38.59765000000001,-122.451768
270,Dundee Hills,Willamette Valley,Adelsheim winery,Adelsheim winery Dundee Hills,Adelsheim winery Willamette Valley,45.3385536,-123.0496957
271,Arroyo Grande Valley,Central Coast,Laetitia winery,Laetitia winery Arroyo Grande Valley,Laetitia winery Central Coast,35.0921371,-120.5358588
272,Alexander Valley,Sonoma,Bella winery,Bella winery Alexander Valley,Bella winery Sonoma,38.7059111,-122.9807722
273,Rutherford,Napa,St. Supéry winery,St. Supéry winery Rutherford,St. Supéry winery Napa,38.4553008,-122.4143505
274,Columbia Valley (WA),Columbia Valley,Barnard Griffin winery,Barnard Griffin winery Columbia Valley (WA),Barnard Griffin winery Columbia Valley,46.2547524,-119.298975
275,Chehalem Mountains,Willamette Valley,Beacon Hill winery,Beacon Hill winery Chehalem Mountains,Beacon Hill winery Willamette Valley,45.3762628,-123.1106868
276,Yakima Valley,Columbia Valley,Brian Carter Cellars winery,Brian Carter Cellars winery Yakima Valley,Brian Carter Cellars winery Columbia Valley,47.7513624,-122.158421
277,Santa Ynez Valley,Central Coast,Buttonwood winery,Buttonwood winery Santa Ynez Valley,Buttonwood winery Central Coast,34.6226708,-120.1176791
278,Santa Ynez Valley,Central Coast,Chessman winery,Chessman winery Santa Ynez Valley,Chessman winery Central Coast,34.6466146,-120.1098021
279,Sonoma Valley,Sonoma,Deerfield Ranch winery,Deerfield Ranch winery Sonoma Valley,Deerfield Ranch winery Sonoma,38.4063036,-122.5419918
280,Red Mountain,Columbia Valley,Efeste winery,Efeste winery Red Mountain,Efeste winery Columbia Valley,47.7713188,-122.1455624
281,Ancient Lakes,Columbia Valley,Efeste winery,Efeste winery Ancient Lakes,Efeste winery Columbia Valley,47.7713188,-122.1455624
282,Oregon,Oregon Other,Firesteed winery,Firesteed winery Oregon,Firesteed winery Oregon Other,45.2799643,-123.0311453
283,Sierra Foothills,Sierra Foothills,Iron Hub winery,Iron Hub winery Sierra Foothills,Iron Hub winery Sierra Foothills,38.538428,-120.790396
284,Rutherford,Napa,Aiken winery,Aiken winery Rutherford,Aiken winery Napa,38.30125,-122.2811521
285,Wahluke Slope,Columbia Valley,Finn Hill winery,Finn Hill winery Wahluke Slope,Finn Hill winery Columbia Valley,47.7429842,-122.1561073
286,Finger Lakes,Finger Lakes,Keuka Spring winery,Keuka Spring winery Finger Lakes,Keuka Spring winery Finger Lakes,42.6263804,-77.06741749999999
287,Paso Robles,Central Coast,Still Waters winery,Still Waters winery Paso Robles,Still Waters winery Central Coast,35.5778367,-120.586185
288,California,California Other,Stomping Ground winery,Stomping Ground winery California,Stomping Ground winery California Other,36.996587,-121.5547576
289,Columbia Valley (WA),Columbia Valley,Columbia Winery winery,Columbia Winery winery Columbia Valley (WA),Columbia Winery winery Columbia Valley,45.9570837,-119.6095194
290,California,California Other,Leaping Horse winery,Leaping Horse winery California,Leaping Horse winery California Other,38.8651634,-122.6236891
291,Columbia Valley (WA),Columbia Valley,Maryhill winery,Maryhill winery Columbia Valley (WA),Maryhill winery Columbia Valley,45.67197760000001,-120.8816559
292,Amador County,Sierra Foothills,Easton winery,Easton winery Amador County,Easton winery Sierra Foothills,38.5203473,-120.8238529
293,Edna Valley,Central Coast,Edna Valley Vineyard winery,Edna Valley Vineyard winery Edna Valley,Edna Valley Vineyard winery Central Coast,35.216996,-120.607516
294,Santa Barbara County,Central Coast,Fess Parker winery,Fess Parker winery Santa Barbara County,Fess Parker winery Central Coast,34.742742,-120.11879
295,Spring Mountain District,Napa,Foretell winery,Foretell winery Spring Mountain District,Foretell winery Napa,38.5229576,-122.5489639
296,Temecula Valley,South Coast,Gershon Bachus winery,Gershon Bachus winery Temecula Valley,Gershon Bachus winery South Coast,33.5166826,-117.0156426
297,Sta. Rita Hills,Central Coast,West of Temperance winery,West of Temperance winery Sta. Rita Hills,West of Temperance winery Central Coast,34.6659474,-120.1151818
298,Chehalem Mountains,Willamette Valley,Carabella winery,Carabella winery Chehalem Mountains,Carabella winery Willamette Valley,45.2878696,-122.8473959
299,Ballard Canyon,Central Coast,Casa Dumetz winery,Casa Dumetz winery Ballard Canyon,Casa Dumetz winery Central Coast,34.7438804,-120.2797656
300,Napa Valley,Napa,Herencia winery,Herencia winery Napa Valley,Herencia winery Napa,38.3096554,-122.2816806
301,Oregon,Oregon Other,J. Scott Cellars winery,J. Scott Cellars winery Oregon,J. Scott Cellars winery Oregon Other,44.0544288,-123.0892628
302,Los Carneros,Napa-Sonoma,Cline winery,Cline winery Los Carneros,Cline winery Napa-Sonoma,38.2141294,-122.458146
303,Napa Valley,Napa,Fuse winery,Fuse winery Napa Valley,Fuse winery Napa,38.3708212,-122.2961726
304,Russian River Valley,Sonoma,J Vineyards & Winery winery,J Vineyards & Winery winery Russian River Valley,J Vineyards & Winery winery Sonoma,38.5729032,-122.8423711
305,Dry Creek Valley,Sonoma,Kokomo winery,Kokomo winery Dry Creek Valley,Kokomo winery Sonoma,38.67329640000001,-122.9340409
306,Yakima Valley,Columbia Valley,Owen Roe winery,Owen Roe winery Yakima Valley,Owen Roe winery Columbia Valley,46.5190467,-120.4462158
307,Sta. Rita Hills,Central Coast,Pacific Ridge winery,Pacific Ridge winery Sta. Rita Hills,Pacific Ridge winery Central Coast,34.6653829,-120.1148331
308,Napa Valley,Napa,Phoenix Ranch winery,Phoenix Ranch winery Napa Valley,Phoenix Ranch winery Napa,38.4887991,-122.4286864
309,Santa Maria Valley,Central Coast,2nd Chance winery,2nd Chance winery Santa Maria Valley,2nd Chance winery Central Coast,34.9372543,-120.4173877
310,Columbia Valley (WA),Columbia Valley,Bergevin Lane winery,Bergevin Lane winery Columbia Valley (WA),Bergevin Lane winery Columbia Valley,46.06845,-118.3378143
311,Temecula Valley,South Coast,Leonesse Cellars winery,Leonesse Cellars winery Temecula Valley,Leonesse Cellars winery South Coast,33.5238615,-117.0185752
312,Columbia Valley (WA),Columbia Valley,Market Vineyards winery,Market Vineyards winery Columbia Valley (WA),Market Vineyards winery Columbia Valley,46.246693,-119.298301
313,Willamette Valley,Willamette Valley,Fullerton winery,Fullerton winery Willamette Valley,Fullerton winery Willamette Valley,45.5326737,-122.6919956
314,Willamette Valley,Willamette Valley,Coelho winery,Coelho winery Willamette Valley,Coelho winery Willamette Valley,45.1152863,-123.2072089
315,Shenandoah Valley (CA),Sierra Foothills,Terre Rouge winery,Terre Rouge winery Shenandoah Valley (CA),Terre Rouge winery Sierra Foothills,38.5203473,-120.8238529
316,Amador County,Sierra Foothills,Bella Grace winery,Bella Grace winery Amador County,Bella Grace winery Sierra Foothills,38.3938204,-120.8033486
317,Willamette Valley,Willamette Valley,Chehalem winery,Chehalem winery Willamette Valley,Chehalem winery Willamette Valley,45.313455,-122.9169173
318,Livermore Valley,Central Coast,Cuda Ridge Wines winery,Cuda Ridge Wines winery Livermore Valley,Cuda Ridge Wines winery Central Coast,37.6547921,-121.7668362
319,Russian River Valley,Sonoma,Ektimo Vineyards winery,Ektimo Vineyards winery Russian River Valley,Ektimo Vineyards winery Sonoma,38.4546208,-122.8811738
320,Rogue Valley,Southern Oregon,Folin Cellars winery,Folin Cellars winery Rogue Valley,Folin Cellars winery Southern Oregon,42.505946,-122.992618
321,Sonoma County,Sonoma,Francis Coppola winery,Francis Coppola winery Sonoma County,Francis Coppola winery Sonoma,38.6795554,-122.8878575
322,Rutherford,Napa,Frank Family winery,Frank Family winery Rutherford,Frank Family winery Napa,38.5587126,-122.5217397
323,Yorkville Highlands,North Coast,Yorkville Cellars winery,Yorkville Cellars winery Yorkville Highlands,Yorkville Cellars winery North Coast,38.9080608,-123.23103
324,Willamette Valley,Willamette Valley,Amalie Robert winery,Amalie Robert winery Willamette Valley,Amalie Robert winery Willamette Valley,44.8775316,-123.3009104
325,Lodi,Central Valley,Archgate Cellars winery,Archgate Cellars winery Lodi,Archgate Cellars winery Central Valley,35.2595829,-118.83155
326,Russian River Valley,Sonoma,Carica winery,Carica winery Russian River Valley,Carica winery Sonoma,38.4836416,-122.8175328
