,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery_name,Latitude,Longitude,Min_temp,Max_temp,Precip,Humidity,Heat_Index,review_neg,review_neu,review_pos
311,US,"Perfumed aromas of flowers, orange peel and smoked meat are followed by full-bodied fruit and savory flavors. It delivers a lot of enjoyment.",Grand Klasse Lawrence Vineyards,91,50,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Gård 2012 Grand Klasse Lawrence Vineyards Syrah (Columbia Valley (WA)),Syrah,Gård winery,46.9950333,-120.5474648,-8.8,114.1,7.93,58.71,107.1,0,0.854,0.146
312,US,"This wine is a blend of Syrah (76%), Grenache (21%) and Viognier (3%). Perfumed aromas of orange peel, flowers, spice and dark fruit lead to plump raspberry and smoked meat flavors. It needs time to unwind.",Vaucluse Lawrence Vineyards,91,35,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Gård 2013 Vaucluse Lawrence Vineyards Red (Columbia Valley (WA)),Red Blend,Gård winery,46.9950333,-120.5474648,-8.8,114.1,7.93,58.71,107.1,0,1,0
313,US,"Packaged in a sexy, Champagne-style bottle, this 100% Grenache is firm and substantial. It underscores fruit flavors of peach, apricot and melon with appealing minerality.",Lawrence Vineyards Grand Klasse,91,22,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Gård 2013 Lawrence Vineyards Grand Klasse Rosé (Columbia Valley (WA)),Rosé,Gård winery,46.9950333,-120.5474648,-8.8,114.1,7.93,58.71,107.1,0,0.809,0.191
314,US,"Perfumed aromas of flowers, orange peel and smoked meat are followed by full-bodied fruit and savory flavors. It delivers a lot of enjoyment.",Grand Klasse Lawrence Vineyards,91,50,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Gård 2012 Grand Klasse Lawrence Vineyards Syrah (Columbia Valley (WA)),Syrah,Gård winery,46.9950333,-120.5474648,-8.8,114.1,7.93,58.71,107.1,0,0.854,0.146
315,US,"This wine is a blend of Syrah (76%), Grenache (21%) and Viognier (3%). Perfumed aromas of orange peel, flowers, spice and dark fruit lead to plump raspberry and smoked meat flavors. It needs time to unwind.",Vaucluse Lawrence Vineyards,91,35,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Gård 2013 Vaucluse Lawrence Vineyards Red (Columbia Valley (WA)),Red Blend,Gård winery,46.9950333,-120.5474648,-8.8,114.1,7.93,58.71,107.1,0,1,0
316,US,"This blend of 52% Syrah, 34% Cabernet Sauvignon and 14% Merlot offers strong notes of green olive, ham hock and herbs. It's loaded with mesquite flavors with slightly astringent tannins, narrowing toward the finish.",Don Isidro,88,22,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Gård 2012 Don Isidro Red (Columbia Valley (WA)),Red Blend,Gård winery,46.9950333,-120.5474648,-8.8,114.1,7.93,58.71,107.1,0,0.909,0.091
317,US,"This aromatic wine features melon, red apple skin and tropical notes. It drinks a hair off dry with a broad, rich feel to the fruit flavors.",Lawrence Vineyard,88,14,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Gård 2013 Lawrence Vineyard Pinot Gris (Columbia Valley (WA)),Pinot Gris,Gård winery,46.9950333,-120.5474648,-8.8,114.1,7.93,58.71,107.1,0,0.865,0.135
318,US,"Firm and concentrated, this 80/20 Viognier/Roussanne blend brings bright and fresh scents and flavors of lemon peel and grapefruit, with bracing acidity. It's just right for warm weather outdoor dining.",Lawrence Vineyards Freyja,89,14,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Gård 2012 Lawrence Vineyards Freyja Viognier-Roussanne (Columbia Valley (WA)),Viognier-Roussanne,Gård winery,46.9950333,-120.5474648,-8.8,114.1,7.93,58.71,107.1,0,0.792,0.208
319,US,"A popular 70% Cabernet Sauvignon and 30% Syrah blend, this sports a distinctive floral note, like a whiff of baby powder. Light cherry fruit anchors the core, remaining balanced throughout the medium finish.",Lawrence Vineyards Don Isidro Red,87,22,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Gård 2009 Lawrence Vineyards Don Isidro Red Cabernet Sauvignon-Syrah (Columbia Valley (WA)),Cabernet Sauvignon-Syrah,Gård winery,46.9950333,-120.5474648,-8.8,114.1,7.93,58.71,107.1,0,0.841,0.159
320,US,"Light strawberry, raspberry and Bing cherry fruit, medium weight, straight-ahead, nicely ripened. The tannins are soft and the balance works just fine.",Lawrence Vineyards,87,32,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Gård 2006 Lawrence Vineyards Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Gård winery,46.9950333,-120.5474648,-8.8,114.1,7.93,58.71,107.1,0,0.81,0.19
321,US,"In this pungent wine, Syrah is co-fermented with a touch of Viognier, then blended with 33% Grenache. Interesting scents of diesel, soil and stem wrap into the tight red berry fruit. It rounds into a rather soft, easy-drinking red that should be consumed through 2017.",Lawrence Vineyards Vaucluse,89,33,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Gård 2011 Lawrence Vineyards Vaucluse Red (Columbia Valley (WA)),Rhône-style Red Blend,Gård winery,46.9950333,-120.5474648,-8.8,114.1,7.93,58.71,107.1,0,0.94,0.06
322,US,"This blend of Syrah (72%), Grenache (21%) and Viognier brings vibrant aromas of green olive, smoked meat and orange peel, which don't entirely meld. It's tangy and flavorful with abundant mesquite notes on the finish.",Vaucluse,88,22,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Gård 2012 Vaucluse Red (Columbia Valley (WA)),Red Blend,Gård winery,46.9950333,-120.5474648,-8.8,114.1,7.93,58.71,107.1,0,0.909,0.091
323,US,"This aromatic wine offers notes of lime, peach, white flowers and creamsicle. It's off dry with the neutral-oak aging providing a broad, creamy feel along with tart fruit flavors that linger.",Grand Klasse Riesling Lawrence Vineyards,88,22,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Gård 2013 Grand Klasse Riesling Lawrence Vineyards Riesling (Columbia Valley (WA)),Riesling,Gård winery,46.9950333,-120.5474648,-8.8,114.1,7.93,58.71,107.1,0,1,0
324,US,"Brooding aromas of huckleberry, orange peel and flowers are followed by seamless full-bodied palate-coating blue-fruit flavors. It's far from shy but delivers the goods.",Grand Klasse Reserve Lawrence Vineyards,93,50,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Gård 2013 Grand Klasse Reserve Lawrence Vineyards Syrah (Columbia Valley (WA)),Syrah,Gård winery,46.9950333,-120.5474648,-8.8,114.1,7.93,58.71,107.1,0.061,0.896,0.043
325,US,"Rhubarb and peach pie flavors are at work in this pleasant rosé. It's clean and refreshing, with just the right profile for that leftover holiday turkey or ham.",Lawrence Vineyards,87,17,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Gård 2011 Lawrence Vineyards Rosé (Columbia Valley (WA)),Rosé,Gård winery,46.9950333,-120.5474648,-8.8,114.1,7.93,58.71,107.1,0,0.729,0.271
326,US,"This wine is 63% Viognier and 37% Roussanne. High-toned aromas of candlewax, flower petal, green apple and herb lead to dry, acid-driven fruit flavors. It doesn't all come together but provides plenty of intrigue.",Freyja Lawrence Vineyards,87,14,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Gård 2016 Freyja Lawrence Vineyards White (Columbia Valley (WA)),White Blend,Gård winery,46.9950333,-120.5474648,-8.8,114.1,7.93,58.71,107.1,0,1,0
327,US,"This blend of 52% Syrah, 34% Cabernet Sauvignon and 14% Merlot offers strong notes of green olive, ham hock and herbs. It's loaded with mesquite flavors with slightly astringent tannins, narrowing toward the finish.",Don Isidro,88,22,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Gård 2012 Don Isidro Red (Columbia Valley (WA)),Red Blend,Gård winery,46.9950333,-120.5474648,-8.8,114.1,7.93,58.71,107.1,0,0.909,0.091
328,US,"This aromatic wine features melon, red apple skin and tropical notes. It drinks a hair off dry with a broad, rich feel to the fruit flavors.",Lawrence Vineyard,88,14,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Gård 2013 Lawrence Vineyard Pinot Gris (Columbia Valley (WA)),Pinot Gris,Gård winery,46.9950333,-120.5474648,-8.8,114.1,7.93,58.71,107.1,0,0.865,0.135
329,US,"Aromas of spice, apricot, and Creamsicle are followed by full-bodied fruit and barrel flavors, showing some warmth on the finish.",Grand Klasse Reserve,88,22,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Gård 2014 Grand Klasse Reserve Roussanne (Columbia Valley (WA)),Roussanne,Gård winery,46.9950333,-120.5474648,-8.8,114.1,7.93,58.71,107.1,0,0.864,0.136
330,US,"The aromas of clove, flowers, black olive and spice are bright, followed by penetrating notes of boysenberry and plum. The palate is supple and in feel, showing concentration but still elegance to the fruit flavors.",Lawrence Vineyards,89,30,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Gård 2013 Lawrence Vineyards Malbec (Columbia Valley (WA)),Malbec,Gård winery,46.9950333,-120.5474648,-8.8,114.1,7.93,58.71,107.1,0,0.844,0.156
331,US,"The aromas are  intriguing, with notes of flowers, tangerine peel, citrus and mineral. The olive and dark fruit flavors coat the palate, with grainy, slightly dry tannins offering support.",Lawrence Vineyards,91,35,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Gård 2013 Lawrence Vineyards Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Gård winery,46.9950333,-120.5474648,-8.8,114.1,7.93,58.71,107.1,0,0.912,0.088
1690,US,"A good, clean, tart and lightly spicy all-stainless style. Cool climate fruit puts the accent on lime and lemon flavors, keeps the alcohol low (13.3%), and makes this a fine match to shellfish, white fish and light pasta dishes.",Whiteline No Oak,87,14,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Buried Cane 2009 Whiteline No Oak Chardonnay (Columbia Valley (WA)),Chardonnay,Buried Cane winery,46.0047567,-118.3820092,-0.8,114.5,17.1,57.76,105.9,0.048,0.727,0.225
1691,US,"Syrah (37%), Grenache (24%) and Mourvèdre (19%) take the lead on this blend, with the balance Cinsault, Counoise, Cabernet and Viognier. Perfumed aromas of flowers, blue fruit and herbs lead to sweet, plentiful blue and black-fruit flavors that coat the palate from end to end. The finish lingers.",Heartwood,90,25,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Buried Cane 2013 Heartwood Red (Columbia Valley (WA)),Red Blend,Buried Cane winery,46.0047567,-118.3820092,-0.8,114.5,17.1,57.76,105.9,0,0.94,0.06
1692,US,"Dried herb, sugared plum and tire rubber aromas are followed by light, slightly sweet fruit flavors. The tannins run quite dry.",,86,16,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Buried Cane 2014 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Buried Cane winery,46.0047567,-118.3820092,-0.8,114.5,17.1,57.76,105.9,0,0.881,0.119
1693,US,"Pear, vanilla and butter aromas are at the fore. The Sémillon blended in (11%) gives the palate added richness and heft.",,87,14,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Buried Cane 2014 Chardonnay (Columbia Valley (WA)),Chardonnay,Buried Cane winery,46.0047567,-118.3820092,-0.8,114.5,17.1,57.76,105.9,0,0.862,0.138
1694,US,"This Rhône red puts lots of toasty goodness around light fruit from a blend of Syrah, Grenache, Mourvèdre and Counoise grapes. Soft and generous, it starts with watermelon and ends with black cherries, all coated with mocha and cinnamon. What's not to like?",Heartwood,88,25,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Buried Cane 2008 Heartwood Red (Columbia Valley (WA)),Rhône-style Red Blend,Buried Cane winery,46.0047567,-118.3820092,-0.8,114.5,17.1,57.76,105.9,0.045,0.823,0.133
1695,US,"Aromatic for Cabernet, this wine possesses notes of black currant, green pepper, blackberry and herbs. It drinks slightly off dry, offering lighter flavors with a tangy feel and chalky tannins.",,85,14,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Buried Cane 2013 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Buried Cane winery,46.0047567,-118.3820092,-0.8,114.5,17.1,57.76,105.9,0,1,0
2064,US,"All varietal, this wine is a blend of fruit from top sites Ciel du Cheval, Conner Lee, Obelisco and Stonetree. The aromas are quite reserved, with notes of barrel spice that are followed by full-bodied fruit flavors with a spicy finish. It drinks well but the variety seems lost.",Confidential Source,89,30,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Guardian 2013 Confidential Source Merlot (Columbia Valley (WA)),Merlot,Guardian winery,47.7336617,-122.1425173,16.2,103.2,25.95,73.61,106.1,0.059,0.882,0.059
2065,US,"The Gun Metal red is a Bordeaux-style blend—a smooth, seamless mix of spicy red fruits with new barrel highlights of coffee grounds, toasted walnuts and baking spices. There's a lick of citrus running through it also, a testament to the natural acidity that adds life and lift to Washington state reds.",Conner Lee Vineyard Gun Metal,92,39,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Guardian 2010 Conner Lee Vineyard Gun Metal Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Guardian winery,47.7336617,-122.1425173,16.2,103.2,25.95,73.61,106.1,0.047,0.904,0.049
2066,US,"This blend of Cabernet Sauvignon, Syrah and Merlot starts out with aromas of dark coffee, toast, blackberry, fresh herbs and barrel spices (53% new French). It pulls no punches with rich blackberry and cherry flavors.",Chalk Line,91,24,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Guardian 2012 Chalk Line Red (Columbia Valley (WA)),Red Blend,Guardian winery,47.7336617,-122.1425173,16.2,103.2,25.95,73.61,106.1,0.055,0.798,0.147
2067,US,"Hailing from Conner Lee Vineyard, this barrel-fermented wine was aged in two-thirds new French oak. It has aromas of toast, char, nut oil and lemon. The flavors seem faint by comparison, with the concentration not all there.",Entrapment,86,30,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Guardian 2013 Entrapment Chardonnay (Columbia Valley (WA)),Chardonnay,Guardian winery,47.7336617,-122.1425173,16.2,103.2,25.95,73.61,106.1,0,1,0
2068,US,"The fruit is ripe and the tannins firm; winemaker Jerry Reiner is able to craft very ripe fruit while keeping the varietal character of the Cabs—earth and herb, with a touch of stem. Deep and substantial, this should age well for a decade or more.",Conner Lee Vineyard Gun Metal Red,91,37,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Guardian 2007 Conner Lee Vineyard Gun Metal Red Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Guardian winery,47.7336617,-122.1425173,16.2,103.2,25.95,73.61,106.1,0,0.913,0.087
2069,US,"This wine is mostly Cabernet Sauvignon (50%) and Franc (43%) finished off with Merlot. A blend of Stillwater Creek and Stonetree vineyards, it leads with fresh herb, game, black cherry and barrel-spice aromas. The flavors are more reserved than the aromas suggest, pulling up toward the finish.",The Wanted,88,37,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Guardian 2013 The Wanted Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Guardian winery,47.7336617,-122.1425173,16.2,103.2,25.95,73.61,106.1,0,0.951,0.049
2070,US,"Chalk Line includes all five Bordeaux grapes along with 25% Syrah. The first sniff brings up generous red and purple fruit aromas and pretty, yet restrained, barrel toast. It's well-integrated with medium density and excellent balance.",Chalk Line,90,25,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Guardian 2011 Chalk Line Red (Columbia Valley (WA)),Red Blend,Guardian winery,47.7336617,-122.1425173,16.2,103.2,25.95,73.61,106.1,0,0.764,0.236
2071,US,"A blend of Cabernet Sauvignon and Cabernet Franc, The Wanted is sourced from the Stillwater Creek and Stonetree vineyards. This textural, Cab-on-Cab creation is loaded with fig, plum, cherry and cassis fruit, highlights of cedar and tobacco, and supple, rich, ripe tannins. The wine is showing beautifully, but can only get even better with more age.",The Wanted,94,37,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Guardian 2011 The Wanted Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Guardian winery,47.7336617,-122.1425173,16.2,103.2,25.95,73.61,106.1,0,0.835,0.165
